"Date","Price","Open","High","Low","Vol.","Change %"
"05/27/2024","2.502","2.483","2.582","2.477","6.76K","0.56%"
"05/26/2024","2.488","2.503","2.503","2.477","0.34K","-1.27%"
"05/24/2024","2.520","2.676","2.709","2.493","51.81K","-5.16%"
"05/23/2024","2.657","2.799","2.924","2.640","116.69K","-6.51%"
"05/22/2024","2.842","2.665","2.851","2.609","184.82K","6.40%"
"05/21/2024","2.671","2.733","2.798","2.640","174.16K","-2.91%"
"05/20/2024","2.751","2.659","2.756","2.625","211.26K","4.28%"
"05/18/2024","2.638","2.638","2.638","2.638","","0.46%"
"05/17/2024","2.626","2.487","2.654","2.485","185.80K","5.25%"
"05/16/2024","2.495","2.405","2.575","2.389","229.62K","3.27%"
"05/15/2024","2.416","2.343","2.424","2.313","180.74K","3.07%"
"05/14/2024","2.344","2.362","2.397","2.306","147.57K","-1.55%"
"05/13/2024","2.381","2.250","2.384","2.214","164.69K","5.73%"
"05/11/2024","2.252","2.252","2.252","2.252","","0.00%"
"05/10/2024","2.252","2.307","2.344","2.242","142.99K","-2.13%"
"05/09/2024","2.301","2.186","2.316","2.153","207.68K","5.21%"
"05/08/2024","2.187","2.219","2.274","2.167","149.91K","-0.91%"
"05/07/2024","2.207","2.206","2.230","2.142","149.43K","0.55%"
"05/06/2024","2.195","2.170","2.262","2.133","196.38K","2.09%"
"05/04/2024","2.150","2.150","2.150","2.150","","0.37%"
"05/03/2024","2.142","2.031","2.160","2.012","209.46K","5.26%"
"05/02/2024","2.035","1.931","2.050","1.927","153.74K","5.33%"
"05/01/2024","1.932","1.954","1.970","1.913","135.92K","-2.96%"
"04/30/2024","1.991","2.050","2.092","1.951","150.37K","-1.92%"
"04/29/2024","2.030","1.923","2.056","1.916","158.86K","5.73%"
"04/27/2024","1.920","1.920","1.920","1.920","","18.96%"
"04/26/2024","1.614","1.622","1.628","1.482","4.93K","-1.47%"
"04/25/2024","1.638","1.644","1.675","1.583","75.48K","-0.91%"
"04/24/2024","1.653","1.836","1.840","1.634","58.15K","-8.77%"
"04/23/2024","1.812","1.798","1.848","1.745","71.35K","1.17%"
"04/22/2024","1.791","1.765","1.800","1.721","107.24K","1.76%"
"04/20/2024","1.760","1.760","1.760","1.760","","0.46%"
"04/19/2024","1.752","1.741","1.806","1.724","154.11K","-0.28%"
"04/18/2024","1.757","1.722","1.780","1.713","160.73K","2.63%"
"04/17/2024","1.712","1.680","1.724","1.660","152.35K","-1.15%"
"04/16/2024","1.732","1.695","1.802","1.649","231.56K","2.42%"
"04/15/2024","1.691","1.772","1.792","1.678","170.57K","-4.62%"
"04/13/2024","1.773","1.773","1.773","1.773","","0.17%"
"04/12/2024","1.770","1.767","1.785","1.731","162.92K","0.34%"
"04/11/2024","1.764","1.874","1.892","1.754","230.32K","-6.42%"
"04/10/2024","1.885","1.888","1.943","1.867","174.39K","0.69%"
"04/09/2024","1.872","1.847","1.924","1.838","215.02K","1.52%"
"04/08/2024","1.844","1.770","1.850","1.746","216.68K","3.31%"
"04/05/2024","1.785","1.779","1.823","1.755","191.18K","0.62%"
"04/04/2024","1.774","1.844","1.853","1.769","179.44K","-3.64%"
"04/03/2024","1.841","1.852","1.906","1.836","133.03K","-1.13%"
"04/02/2024","1.862","1.837","1.881","1.778","170.43K","1.36%"
"04/01/2024","1.837","1.755","1.853","1.706","169.15K","4.20%"
"03/28/2024","1.763","1.717","1.786","1.686","155.75K","2.62%"
"03/27/2024","1.718","1.789","1.789","1.704","144.89K","9.08%"
"03/26/2024","1.575","1.608","1.647","1.481","3.37K","-2.48%"
"03/25/2024","1.615","1.664","1.675","1.589","84.78K","-2.65%"
"03/22/2024","1.659","1.684","1.712","1.647","36.24K","-1.43%"
"03/21/2024","1.683","1.699","1.713","1.651","77.70K","-0.94%"
"03/20/2024","1.699","1.750","1.765","1.686","115.07K","-2.58%"
"03/19/2024","1.744","1.717","1.769","1.701","128.06K","2.41%"
"03/18/2024","1.703","1.689","1.762","1.684","137.35K","2.90%"
"03/15/2024","1.655","1.757","1.774","1.646","154.73K","-4.94%"
"03/14/2024","1.741","1.668","1.767","1.643","168.14K","5.01%"
"03/13/2024","1.658","1.713","1.717","1.651","176.63K","-3.27%"
"03/12/2024","1.714","1.758","1.823","1.691","199.59K","-2.56%"
"03/11/2024","1.759","1.805","1.841","1.746","159.95K","-2.76%"
"03/09/2024","1.809","1.809","1.809","1.809","","0.22%"
"03/08/2024","1.805","1.796","1.837","1.755","143.79K","-0.72%"
"03/07/2024","1.818","1.929","1.955","1.782","173.66K","-5.75%"
"03/06/2024","1.929","1.950","1.983","1.921","107.22K","-1.43%"
"03/05/2024","1.957","1.928","2.009","1.890","142.11K","2.14%"
"03/04/2024","1.916","1.873","1.989","1.870","185.41K","4.41%"
"03/01/2024","1.835","1.852","1.888","1.810","105.50K","-1.34%"
"02/29/2024","1.860","1.868","1.918","1.829","141.54K","-1.33%"
"02/28/2024","1.885","1.817","1.906","1.782","149.43K","16.72%"
"02/27/2024","1.615","1.625","1.720","1.511","3.77K","-2.65%"
"02/26/2024","1.659","1.660","1.730","1.594","110.51K","4.87%"
"02/24/2024","1.582","1.582","1.582","1.582","","-1.31%"
"02/23/2024","1.603","1.722","1.722","1.581","47.59K","-7.45%"
"02/22/2024","1.732","1.784","1.784","1.661","87.80K","-2.31%"
"02/21/2024","1.773","1.719","1.792","1.677","170.66K","12.50%"
"02/20/2024","1.576","1.533","1.709","1.522","201.47K","1.22%"
"02/19/2024","1.557","1.553","1.583","1.540","33.75K","0.32%"
"02/18/2024","1.552","1.603","1.603","1.525","3.88K","-3.18%"
"02/17/2024","1.603","1.603","1.603","1.603","","-0.37%"
"02/16/2024","1.609","1.589","1.637","1.575","170.38K","1.77%"
"02/15/2024","1.581","1.611","1.669","1.573","183.34K","-1.74%"
"02/14/2024","1.609","1.669","1.685","1.590","208.96K","-4.74%"
"02/13/2024","1.689","1.754","1.786","1.654","286.59K","-4.47%"
"02/12/2024","1.768","1.805","1.863","1.732","242.15K","-4.28%"
"02/09/2024","1.847","1.885","1.885","1.817","247.31K","-3.65%"
"02/08/2024","1.917","1.970","1.993","1.867","237.17K","-2.54%"
"02/07/2024","1.967","2.003","2.040","1.956","204.06K","-2.09%"
"02/06/2024","2.009","2.068","2.102","1.997","137.68K","-3.51%"
"02/05/2024","2.082","2.110","2.127","2.041","136.03K","-0.48%"
"02/03/2024","2.092","2.092","2.092","2.092","","0.63%"
"02/02/2024","2.079","2.054","2.100","2.021","125.06K","1.41%"
"02/01/2024","2.050","2.134","2.168","2.033","161.34K","-2.38%"
"01/31/2024","2.100","2.090","2.158","2.037","142.86K","1.11%"
"01/30/2024","2.077","2.060","2.119","2.046","139.75K","-16.59%"
"01/29/2024","2.490","2.680","2.760","2.411","3.59K","-8.42%"
"01/27/2024","2.719","2.719","2.719","2.719","","0.26%"
"01/26/2024","2.712","2.607","2.804","2.424","73.02K","5.48%"
"01/25/2024","2.571","2.683","2.884","2.526","44.98K","-2.65%"
"01/24/2024","2.641","2.498","2.696","2.495","65.50K","7.80%"
"01/23/2024","2.450","2.437","2.494","2.325","69.16K","1.28%"
"01/22/2024","2.419","2.380","2.470","2.311","121.58K","-3.97%"
"01/20/2024","2.519","2.519","2.519","2.519","","0.00%"
"01/19/2024","2.519","2.712","2.714","2.514","138.43K","-6.60%"
"01/18/2024","2.697","2.876","2.960","2.666","151.82K","-6.03%"
"01/17/2024","2.870","2.843","2.958","2.756","150.33K","-1.03%"
"01/16/2024","2.900","3.113","3.189","2.822","228.16K","-5.41%"
"01/15/2024","3.066","3.105","3.188","3.056","50.31K","-1.45%"
"01/14/2024","3.111","3.331","3.331","3.086","5.27K","-6.60%"
"01/13/2024","3.331","3.331","3.331","3.331","","0.54%"
"01/12/2024","3.313","3.118","3.377","3.102","265.88K","6.97%"
"01/11/2024","3.097","3.029","3.231","2.945","235.03K","1.91%"
"01/10/2024","3.039","3.167","3.226","2.956","258.01K","-4.73%"
"01/09/2024","3.190","2.943","3.392","2.884","351.78K","7.05%"
"01/08/2024","2.980","2.950","3.012","2.694","237.67K","2.55%"
"01/06/2024","2.906","2.906","2.906","2.906","","0.45%"
"01/05/2024","2.893","2.845","2.906","2.681","187.50K","2.55%"
"01/04/2024","2.821","2.688","2.863","2.681","206.31K","5.73%"
"01/03/2024","2.668","2.575","2.719","2.537","166.47K","3.89%"
"01/02/2024","2.568","2.605","2.675","2.524","132.45K","-3.71%"
"01/01/2024","2.667","2.621","2.670","2.619","4.09K","6.81%"
"12/31/2023","2.497","2.497","2.497","2.497","","0.00%"
"12/30/2023","2.497","2.497","2.497","2.497","","-0.68%"
"12/29/2023","2.514","2.539","2.561","2.489","89.60K","-1.68%"
"12/28/2023","2.557","2.455","2.576","2.412","116.06K","-2.37%"
"12/27/2023","2.619","2.580","2.722","2.562","3.93K","2.71%"
"12/26/2023","2.550","2.545","2.581","2.454","50.76K","1.15%"
"12/25/2023","2.521","2.512","2.543","2.512","0.73K","-3.26%"
"12/24/2023","2.606","2.606","2.606","2.606","","0.00%"
"12/23/2023","2.606","2.606","2.606","2.606","","-0.15%"
"12/22/2023","2.610","2.584","2.620","2.528","42.84K","1.48%"
"12/21/2023","2.572","2.427","2.604","2.408","84.55K","5.11%"
"12/20/2023","2.447","2.557","2.590","2.410","125.26K","-1.81%"
"12/19/2023","2.492","2.519","2.565","2.385","170.44K","-0.44%"
"12/18/2023","2.503","2.503","2.597","2.488","154.30K","1.38%"
"12/16/2023","2.469","2.469","2.469","2.469","","-0.88%"
"12/15/2023","2.491","2.408","2.544","2.380","189.24K","4.14%"
"12/14/2023","2.392","2.353","2.422","2.328","159.49K","2.44%"
"12/13/2023","2.335","2.278","2.385","2.235","255.19K","1.04%"
"12/12/2023","2.311","2.438","2.461","2.276","223.46K","-4.94%"
"12/11/2023","2.431","2.490","2.490","2.294","330.30K","-4.74%"
"12/09/2023","2.552","2.552","2.552","2.552","","-1.12%"
"12/08/2023","2.581","2.559","2.610","2.538","191.00K","-0.15%"
"12/07/2023","2.585","2.569","2.621","2.489","248.40K","0.62%"
"12/06/2023","2.569","2.699","2.757","2.541","218.37K","-5.20%"
"12/05/2023","2.710","2.699","2.786","2.675","119.97K","0.59%"
"12/04/2023","2.694","2.728","2.752","2.649","161.79K","-2.99%"
"12/02/2023","2.777","2.777","2.777","2.777","","-1.31%"
"12/01/2023","2.814","2.809","2.844","2.754","133.19K","0.43%"
"11/30/2023","2.802","2.799","2.855","2.761","147.75K","-0.07%"
"11/29/2023","2.804","2.792","2.870","2.760","141.59K","3.62%"
"11/28/2023","2.706","2.790","2.815","2.669","4.14K","-3.15%"
"11/27/2023","2.794","2.778","2.820","2.709","67.04K","-2.14%"
"11/24/2023","2.855","2.897","2.951","2.798","34.12K","-2.53%"
"11/23/2023","2.929","2.881","2.938","2.859","8.73K","1.10%"
"11/22/2023","2.897","2.867","2.922","2.819","59.22K","1.79%"
"11/21/2023","2.846","2.886","2.921","2.841","103.67K","-1.25%"
"11/20/2023","2.882","2.957","2.958","2.864","113.70K","-2.70%"
"11/18/2023","2.962","2.962","2.962","2.962","","0.07%"
"11/17/2023","2.960","3.055","3.112","2.893","159.78K","-3.33%"
"11/16/2023","3.062","3.151","3.265","3.028","179.66K","-4.01%"
"11/15/2023","3.190","3.106","3.275","3.070","153.74K","2.70%"
"11/14/2023","3.106","3.233","3.264","3.086","146.72K","-2.85%"
"11/13/2023","3.197","3.064","3.246","3.061","165.65K","5.41%"
"11/10/2023","3.033","3.038","3.077","2.989","106.72K","-0.26%"
"11/09/2023","3.041","3.122","3.162","3.022","142.58K","-2.09%"
"11/08/2023","3.106","3.176","3.188","3.058","172.75K","-1.08%"
"11/07/2023","3.140","3.273","3.295","3.099","186.18K","-3.80%"
"11/06/2023","3.264","3.373","3.407","3.249","185.74K","-7.14%"
"11/03/2023","3.515","3.510","3.576","3.452","110.11K","1.24%"
"11/02/2023","3.472","3.506","3.520","3.401","118.51K","-0.63%"
"11/01/2023","3.494","3.600","3.608","3.428","151.26K","-2.27%"
"10/31/2023","3.575","3.330","3.630","3.318","238.33K","6.65%"
"10/30/2023","3.352","3.400","3.405","3.321","119.53K","5.94%"
"10/27/2023","3.164","3.251","3.401","3.136","4.09K","-1.56%"
"10/26/2023","3.214","3.028","3.279","2.977","88.61K","6.78%"
"10/25/2023","3.010","2.975","3.034","2.954","31.46K","1.31%"
"10/24/2023","2.971","2.918","2.997","2.876","65.43K","1.54%"
"10/23/2023","2.926","2.905","2.951","2.861","99.13K","0.93%"
"10/20/2023","2.899","2.959","2.977","2.880","144.04K","-1.96%"
"10/19/2023","2.957","3.072","3.092","2.943","138.65K","-3.24%"
"10/18/2023","3.056","3.061","3.158","3.037","122.85K","-0.75%"
"10/17/2023","3.079","3.124","3.137","3.024","133.59K","-0.96%"
"10/16/2023","3.109","3.185","3.185","3.053","165.02K","-3.92%"
"10/13/2023","3.236","3.346","3.348","3.203","139.19K","-3.23%"
"10/12/2023","3.344","3.385","3.428","3.299","160.32K","-0.98%"
"10/11/2023","3.377","3.405","3.454","3.225","211.41K","-0.15%"
"10/10/2023","3.382","3.371","3.449","3.336","170.10K","0.18%"
"10/09/2023","3.376","3.350","3.471","3.322","208.30K","1.14%"
"10/06/2023","3.338","3.183","3.364","3.166","248.00K","5.43%"
"10/05/2023","3.166","2.988","3.205","2.965","220.41K","6.89%"
"10/04/2023","2.962","2.940","3.055","2.935","155.57K","0.44%"
"10/03/2023","2.949","2.842","2.966","2.820","128.58K","3.84%"
"10/02/2023","2.840","2.958","2.958","2.835","124.34K","-3.04%"
"09/29/2023","2.929","2.949","2.997","2.855","114.66K","-0.54%"
"09/28/2023","2.945","2.891","2.981","2.868","123.67K","6.55%"
"09/27/2023","2.764","2.656","2.781","2.640","1.88K","4.07%"
"09/26/2023","2.656","2.638","2.667","2.552","57.09K","0.64%"
"09/25/2023","2.639","2.657","2.671","2.606","36.18K","0.08%"
"09/22/2023","2.637","2.624","2.683","2.602","52.64K","1.03%"
"09/21/2023","2.610","2.732","2.759","2.595","99.97K","-4.50%"
"09/20/2023","2.733","2.819","2.824","2.693","140.31K","-4.04%"
"09/19/2023","2.848","2.729","2.872","2.710","164.81K","4.40%"
"09/18/2023","2.728","2.624","2.745","2.600","128.31K","3.18%"
"09/15/2023","2.644","2.704","2.736","2.637","127.78K","-2.36%"
"09/14/2023","2.708","2.715","2.823","2.697","154.08K","1.04%"
"09/13/2023","2.680","2.747","2.777","2.640","191.71K","-2.30%"
"09/12/2023","2.743","2.620","2.782","2.604","202.19K","5.18%"
"09/11/2023","2.608","2.610","2.639","2.541","110.88K","-0.38%"
"09/09/2023","2.618","2.618","2.618","2.618","","0.50%"
"09/08/2023","2.605","2.579","2.659","2.572","101.23K","1.01%"
"09/07/2023","2.579","2.516","2.614","2.500","140.33K","2.75%"
"09/06/2023","2.510","2.584","2.614","2.503","116.66K","-2.79%"
"09/05/2023","2.582","2.700","2.708","2.566","178.33K","-2.46%"
"09/04/2023","2.647","2.670","2.708","2.642","30.96K","-0.94%"
"09/03/2023","2.672","2.700","2.700","2.652","2.98K","-3.36%"
"09/01/2023","2.765","2.765","2.860","2.735","127.25K","-0.11%"
"08/31/2023","2.768","2.803","2.865","2.708","176.02K","-1.00%"
"08/30/2023","2.796","2.680","2.813","2.647","146.88K","9.39%"
"08/29/2023","2.556","2.579","2.599","2.515","2.35K","-0.89%"
"08/28/2023","2.579","2.635","2.695","2.544","58.22K","1.54%"
"08/25/2023","2.540","2.517","2.555","2.468","31.33K","0.83%"
"08/24/2023","2.519","2.484","2.565","2.425","76.08K","0.88%"
"08/23/2023","2.497","2.560","2.590","2.473","93.84K","-2.46%"
"08/22/2023","2.560","2.618","2.636","2.540","111.97K","-2.74%"
"08/21/2023","2.632","2.560","2.660","2.555","102.63K","3.18%"
"08/18/2023","2.551","2.623","2.636","2.524","128.03K","-2.67%"
"08/17/2023","2.621","2.605","2.670","2.575","119.54K","1.12%"
"08/16/2023","2.592","2.664","2.674","2.568","142.52K","-2.52%"
"08/15/2023","2.659","2.810","2.863","2.647","158.89K","-4.87%"
"08/14/2023","2.795","2.776","2.827","2.749","93.50K","0.90%"
"08/11/2023","2.770","2.780","2.833","2.701","163.96K","0.25%"
"08/10/2023","2.763","2.974","2.998","2.747","230.51K","-6.62%"
"08/09/2023","2.959","2.797","3.018","2.771","312.25K","6.55%"
"08/08/2023","2.777","2.735","2.801","2.692","186.80K","1.91%"
"08/07/2023","2.725","2.579","2.754","2.571","228.91K","5.66%"
"08/05/2023","2.579","2.579","2.579","2.579","","0.08%"
"08/04/2023","2.577","2.556","2.619","2.529","104.01K","0.47%"
"08/03/2023","2.565","2.484","2.586","2.474","139.15K","3.55%"
"08/02/2023","2.477","2.578","2.581","2.457","147.61K","-3.24%"
"08/01/2023","2.560","2.644","2.675","2.531","135.52K","-2.81%"
"07/31/2023","2.634","2.659","2.693","2.605","97.88K","-0.15%"
